dataset,model,seed,iter,best_score,hyperparams
wind,BWO-CNN,999,11,0.4047,"{""filters"":[43,86,161],""kernel_sizes"":[3,3,3],""dense_units"":86,""learning_rate"":0.00095}"
wind,BWO-CNN,999,12,0.4192,"{""filters"":[44,88,164],""kernel_sizes"":[3,3,3],""dense_units"":88,""learning_rate"":0.00095}"
wind,BWO-CNN,999,13,0.4164,"{""filters"":[45,90,167],""kernel_sizes"":[3,3,3],""dense_units"":90,""learning_rate"":0.00095}"
wind,BWO-CNN,999,14,0.4241,"{""filters"":[46,92,170],""kernel_sizes"":[3,3,3],""dense_units"":92,""learning_rate"":0.00095}"
wind,BWO-CNN,999,15,0.4423,"{""filters"":[47,94,173],""kernel_sizes"":[3,3,3],""dense_units"":94,""learning_rate"":0.00095}"
wind,BWO-CNN,999,16,0.4529,"{""filters"":[48,96,176],""kernel_sizes"":[3,3,3],""dense_units"":96,""learning_rate"":0.00095}"
wind,BWO-CNN,999,17,0.4435,"{""filters"":[49,98,179],""kernel_sizes"":[3,3,3],""dense_units"":98,""learning_rate"":0.00095}"
wind,BWO-CNN,999,18,0.4633,"{""filters"":[50,100,182],""kernel_sizes"":[3,3,3],""dense_units"":100,""learning_rate"":0.00095}"
wind,BWO-CNN,999,19,0.4532,"{""filters"":[51,102,185],""kernel_sizes"":[3,3,3],""dense_units"":102,""learning_rate"":0.00095}"
wind,BWO-CNN,999,20,0.4852,"{""filters"":[52,104,188],""kernel_sizes"":[3,3,3],""dense_units"":104,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,21,0.4872,"{""filters"":[53,106,191],""kernel_sizes"":[3,3,3],""dense_units"":106,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,22,0.4729,"{""filters"":[54,108,194],""kernel_sizes"":[3,3,3],""dense_units"":108,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,23,0.4787,"{""filters"":[55,110,197],""kernel_sizes"":[3,3,3],""dense_units"":110,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,24,0.4923,"{""filters"":[56,112,200],""kernel_sizes"":[3,3,3],""dense_units"":112,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,25,0.498,"{""filters"":[57,114,203],""kernel_sizes"":[3,3,3],""dense_units"":114,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,26,0.4949,"{""filters"":[58,116,206],""kernel_sizes"":[3,3,3],""dense_units"":116,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,27,0.5062,"{""filters"":[59,118,209],""kernel_sizes"":[3,3,3],""dense_units"":118,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,28,0.5114,"{""filters"":[60,120,212],""kernel_sizes"":[3,3,3],""dense_units"":120,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,29,0.5254,"{""filters"":[61,122,215],""kernel_sizes"":[3,3,3],""dense_units"":122,""learning_rate"":0.0009025}"
wind,BWO-CNN,999,30,0.5492,"{""filters"":[62,124,218],""kernel_sizes"":[3,3,3],""dense_units"":124,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,31,0.5455,"{""filters"":[63,126,221],""kernel_sizes"":[3,3,3],""dense_units"":126,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,32,0.5274,"{""filters"":[64,128,224],""kernel_sizes"":[3,3,3],""dense_units"":128,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,33,0.5334,"{""filters"":[65,130,227],""kernel_sizes"":[3,3,3],""dense_units"":130,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,34,0.545,"{""filters"":[66,132,230],""kernel_sizes"":[3,3,3],""dense_units"":132,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,35,0.5433,"{""filters"":[67,134,233],""kernel_sizes"":[3,3,3],""dense_units"":134,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,36,0.5427,"{""filters"":[68,136,236],""kernel_sizes"":[3,3,3],""dense_units"":136,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,37,0.5599,"{""filters"":[69,138,239],""kernel_sizes"":[3,3,3],""dense_units"":138,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,38,0.5677,"{""filters"":[70,140,242],""kernel_sizes"":[3,3,3],""dense_units"":140,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,39,0.5777,"{""filters"":[71,142,245],""kernel_sizes"":[3,3,3],""dense_units"":142,""learning_rate"":0.000857375}"
wind,BWO-CNN,999,40,0.5751,"{""filters"":[72,144,248],""kernel_sizes"":[3,3,3],""dense_units"":144,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,41,0.5776,"{""filters"":[73,146,251],""kernel_sizes"":[3,3,3],""dense_units"":146,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,42,0.574,"{""filters"":[74,148,254],""kernel_sizes"":[3,3,3],""dense_units"":148,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,43,0.5723,"{""filters"":[75,150,257],""kernel_sizes"":[3,3,3],""dense_units"":150,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,44,0.6007,"{""filters"":[76,152,260],""kernel_sizes"":[3,3,3],""dense_units"":152,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,45,0.5891,"{""filters"":[77,154,263],""kernel_sizes"":[3,3,3],""dense_units"":154,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,46,0.5965,"{""filters"":[78,156,266],""kernel_sizes"":[3,3,3],""dense_units"":156,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,47,0.6031,"{""filters"":[79,158,269],""kernel_sizes"":[3,3,3],""dense_units"":158,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,48,0.6191,"{""filters"":[80,160,272],""kernel_sizes"":[3,3,3],""dense_units"":160,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,49,0.6013,"{""filters"":[81,162,275],""kernel_sizes"":[3,3,3],""dense_units"":162,""learning_rate"":0.0008145062499999999}"
wind,BWO-CNN,999,50,0.6032,"{""filters"":[82,164,278],""kernel_sizes"":[3,3,3],""dense_units"":164,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,51,0.5858,"{""filters"":[83,166,281],""kernel_sizes"":[3,3,3],""dense_units"":166,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,52,0.6035,"{""filters"":[84,168,284],""kernel_sizes"":[3,3,3],""dense_units"":168,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,53,0.6331,"{""filters"":[85,170,287],""kernel_sizes"":[3,3,3],""dense_units"":170,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,54,0.6467,"{""filters"":[86,172,290],""kernel_sizes"":[3,3,3],""dense_units"":172,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,55,0.632,"{""filters"":[87,174,293],""kernel_sizes"":[3,3,3],""dense_units"":174,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,56,0.6287,"{""filters"":[88,176,296],""kernel_sizes"":[3,3,3],""dense_units"":176,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,57,0.6491,"{""filters"":[89,178,299],""kernel_sizes"":[3,3,3],""dense_units"":178,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,58,0.637,"{""filters"":[90,180,302],""kernel_sizes"":[3,3,3],""dense_units"":180,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,59,0.64,"{""filters"":[91,182,305],""kernel_sizes"":[3,3,3],""dense_units"":182,""learning_rate"":0.0007737809374999998}"
wind,BWO-CNN,999,60,0.645,"{""filters"":[92,184,308],""kernel_sizes"":[3,3,3],""dense_units"":184,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,61,0.6444,"{""filters"":[93,186,311],""kernel_sizes"":[3,3,3],""dense_units"":186,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,62,0.6419,"{""filters"":[94,188,314],""kernel_sizes"":[3,3,3],""dense_units"":188,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,63,0.6453,"{""filters"":[95,190,317],""kernel_sizes"":[3,3,3],""dense_units"":190,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,64,0.6484,"{""filters"":[96,192,320],""kernel_sizes"":[3,3,3],""dense_units"":192,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,65,0.6663,"{""filters"":[97,194,323],""kernel_sizes"":[3,3,3],""dense_units"":194,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,66,0.6733,"{""filters"":[98,196,326],""kernel_sizes"":[3,3,3],""dense_units"":196,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,67,0.6789,"{""filters"":[99,198,329],""kernel_sizes"":[3,3,3],""dense_units"":198,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,68,0.6836,"{""filters"":[100,200,332],""kernel_sizes"":[3,3,3],""dense_units"":200,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,69,0.6732,"{""filters"":[101,202,335],""kernel_sizes"":[3,3,3],""dense_units"":202,""learning_rate"":0.0007350918906249999}"
wind,BWO-CNN,999,70,0.6873,"{""filters"":[102,204,338],""kernel_sizes"":[3,3,3],""dense_units"":204,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,71,0.7033,"{""filters"":[103,206,341],""kernel_sizes"":[3,3,3],""dense_units"":206,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,72,0.7106,"{""filters"":[104,208,344],""kernel_sizes"":[3,3,3],""dense_units"":208,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,73,0.6828,"{""filters"":[105,210,347],""kernel_sizes"":[3,3,3],""dense_units"":210,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,74,0.6936,"{""filters"":[106,212,350],""kernel_sizes"":[3,3,3],""dense_units"":212,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,75,0.6995,"{""filters"":[107,214,353],""kernel_sizes"":[3,3,3],""dense_units"":214,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,76,0.7084,"{""filters"":[108,216,356],""kernel_sizes"":[3,3,3],""dense_units"":216,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,77,0.7081,"{""filters"":[109,218,359],""kernel_sizes"":[3,3,3],""dense_units"":218,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,78,0.7105,"{""filters"":[110,220,362],""kernel_sizes"":[3,3,3],""dense_units"":220,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,79,0.7242,"{""filters"":[111,222,365],""kernel_sizes"":[3,3,3],""dense_units"":222,""learning_rate"":0.0006983372960937497}"
wind,BWO-CNN,999,80,0.7236,"{""filters"":[112,224,368],""kernel_sizes"":[3,3,3],""dense_units"":224,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,81,0.7204,"{""filters"":[113,226,371],""kernel_sizes"":[3,3,3],""dense_units"":226,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,82,0.724,"{""filters"":[114,228,374],""kernel_sizes"":[3,3,3],""dense_units"":228,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,83,0.7279,"{""filters"":[115,230,377],""kernel_sizes"":[3,3,3],""dense_units"":230,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,84,0.7358,"{""filters"":[116,232,380],""kernel_sizes"":[3,3,3],""dense_units"":232,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,85,0.7,"{""filters"":[117,234,383],""kernel_sizes"":[3,3,3],""dense_units"":234,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,86,0.7307,"{""filters"":[118,236,386],""kernel_sizes"":[3,3,3],""dense_units"":236,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,87,0.733,"{""filters"":[119,238,389],""kernel_sizes"":[3,3,3],""dense_units"":238,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,88,0.7416,"{""filters"":[120,240,392],""kernel_sizes"":[3,3,3],""dense_units"":240,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,89,0.7296,"{""filters"":[121,242,395],""kernel_sizes"":[3,3,3],""dense_units"":242,""learning_rate"":0.0006634204312890623}"
wind,BWO-CNN,999,90,0.7393,"{""filters"":[122,244,398],""kernel_sizes"":[3,3,3],""dense_units"":244,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,91,0.7398,"{""filters"":[123,246,401],""kernel_sizes"":[3,3,3],""dense_units"":246,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,92,0.7541,"{""filters"":[124,248,404],""kernel_sizes"":[3,3,3],""dense_units"":248,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,93,0.7378,"{""filters"":[125,250,407],""kernel_sizes"":[3,3,3],""dense_units"":250,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,94,0.7485,"{""filters"":[126,252,410],""kernel_sizes"":[3,3,3],""dense_units"":252,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,95,0.7442,"{""filters"":[127,254,413],""kernel_sizes"":[3,3,3],""dense_units"":254,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,96,0.7383,"{""filters"":[128,256,416],""kernel_sizes"":[3,3,3],""dense_units"":256,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,97,0.769,"{""filters"":[129,258,419],""kernel_sizes"":[3,3,3],""dense_units"":258,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,98,0.7521,"{""filters"":[130,260,422],""kernel_sizes"":[3,3,3],""dense_units"":260,""learning_rate"":0.0006302494097246091}"
wind,BWO-CNN,999,99,0.7777,"{""filters"":[131,262,425],""kernel_sizes"":[3,3,3],""dense_units"":262,""learning_rate"":0.0006302494097246091}"
electricity,COA-BiLSTM,42,0,0.2554,"{""hidden_dim"":64,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.2}"
electricity,COA-BiLSTM,42,1,0.3078,"{""hidden_dim"":66,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.203}"
electricity,COA-BiLSTM,42,2,0.3369,"{""hidden_dim"":68,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20600000000000002}"
electricity,COA-BiLSTM,42,3,0.3629,"{""hidden_dim"":70,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20900000000000002}"
electricity,COA-BiLSTM,42,4,0.3655,"{""hidden_dim"":72,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21200000000000002}"
electricity,COA-BiLSTM,42,5,0.4018,"{""hidden_dim"":74,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21500000000000002}"
electricity,COA-BiLSTM,42,6,0.4165,"{""hidden_dim"":76,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.218}"
electricity,COA-BiLSTM,42,7,0.4204,"{""hidden_dim"":78,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.221}"
electricity,COA-BiLSTM,42,8,0.4172,"{""hidden_dim"":80,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.224}"
electricity,COA-BiLSTM,42,9,0.4457,"{""hidden_dim"":82,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.227}"
electricity,COA-BiLSTM,42,10,0.4568,"{""hidden_dim"":84,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23}"
electricity,COA-BiLSTM,42,11,0.457,"{""hidden_dim"":86,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.233}"
electricity,COA-BiLSTM,42,12,0.4511,"{""hidden_dim"":88,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23600000000000002}"
electricity,COA-BiLSTM,42,13,0.499,"{""hidden_dim"":90,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23900000000000002}"
electricity,COA-BiLSTM,42,14,0.4818,"{""hidden_dim"":92,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.24200000000000002}"
electricity,COA-BiLSTM,42,15,0.459,"{""hidden_dim"":94,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.245}"
electricity,COA-BiLSTM,42,16,0.4745,"{""hidden_dim"":96,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.248}"
electricity,COA-BiLSTM,42,17,0.4968,"{""hidden_dim"":98,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.251}"
electricity,COA-BiLSTM,42,18,0.4964,"{""hidden_dim"":100,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.254}"
electricity,COA-BiLSTM,42,19,0.5229,"{""hidden_dim"":102,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.257}"
electricity,COA-BiLSTM,42,20,0.5245,"{""hidden_dim"":104,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.26}"
electricity,COA-BiLSTM,42,21,0.5421,"{""hidden_dim"":106,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.263}"
electricity,COA-BiLSTM,42,22,0.5448,"{""hidden_dim"":108,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.266}"
electricity,COA-BiLSTM,42,23,0.5297,"{""hidden_dim"":110,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.269}"
electricity,COA-BiLSTM,42,24,0.545,"{""hidden_dim"":112,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.272}"
electricity,COA-BiLSTM,42,25,0.5606,"{""hidden_dim"":114,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.275}"
electricity,COA-BiLSTM,42,26,0.5569,"{""hidden_dim"":116,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.278}"
electricity,COA-BiLSTM,42,27,0.5675,"{""hidden_dim"":118,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.281}"
electricity,COA-BiLSTM,42,28,0.558,"{""hidden_dim"":120,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28400000000000003}"
electricity,COA-BiLSTM,42,29,0.6015,"{""hidden_dim"":122,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28700000000000003}"
electricity,COA-BiLSTM,42,30,0.5713,"{""hidden_dim"":124,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29000000000000004}"
electricity,COA-BiLSTM,42,31,0.5786,"{""hidden_dim"":126,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29300000000000004}"
electricity,COA-BiLSTM,42,32,0.5985,"{""hidden_dim"":128,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29600000000000004}"
electricity,COA-BiLSTM,42,33,0.6051,"{""hidden_dim"":130,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29900000000000004}"
electricity,COA-BiLSTM,42,34,0.5997,"{""hidden_dim"":132,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.30200000000000005}"
electricity,COA-BiLSTM,42,35,0.6111,"{""hidden_dim"":134,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.305}"
electricity,COA-BiLSTM,42,36,0.6127,"{""hidden_dim"":136,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.308}"
electricity,COA-BiLSTM,42,37,0.628,"{""hidden_dim"":138,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.311}"
electricity,COA-BiLSTM,42,38,0.6234,"{""hidden_dim"":140,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.314}"
electricity,COA-BiLSTM,42,39,0.6466,"{""hidden_dim"":142,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.317}"
electricity,COA-BiLSTM,42,40,0.6357,"{""hidden_dim"":144,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.32}"
electricity,COA-BiLSTM,42,41,0.6449,"{""hidden_dim"":146,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.323}"
electricity,COA-BiLSTM,42,42,0.6575,"{""hidden_dim"":148,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.326}"
electricity,COA-BiLSTM,42,43,0.6231,"{""hidden_dim"":150,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.329}"
electricity,COA-BiLSTM,42,44,0.6652,"{""hidden_dim"":152,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.332}"
electricity,COA-BiLSTM,42,45,0.6714,"{""hidden_dim"":154,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.335}"
electricity,COA-BiLSTM,42,46,0.664,"{""hidden_dim"":156,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.338}"
electricity,COA-BiLSTM,42,47,0.6685,"{""hidden_dim"":158,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.34099999999999997}"
electricity,COA-BiLSTM,42,48,0.6673,"{""hidden_dim"":160,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.344}"
electricity,COA-BiLSTM,42,49,0.7,"{""hidden_dim"":162,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.347}"
electricity,COA-BiLSTM,42,50,0.6778,"{""hidden_dim"":164,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.35}"
electricity,COA-BiLSTM,42,51,0.666,"{""hidden_dim"":166,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.353}"
electricity,COA-BiLSTM,42,52,0.673,"{""hidden_dim"":168,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.356}"
electricity,COA-BiLSTM,42,53,0.6841,"{""hidden_dim"":170,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.359}"
electricity,COA-BiLSTM,42,54,0.6926,"{""hidden_dim"":172,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.362}"
electricity,COA-BiLSTM,42,55,0.7088,"{""hidden_dim"":174,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.365}"
electricity,COA-BiLSTM,42,56,0.7028,"{""hidden_dim"":176,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.368}"
electricity,COA-BiLSTM,42,57,0.7006,"{""hidden_dim"":178,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.371}"
electricity,COA-BiLSTM,42,58,0.716,"{""hidden_dim"":180,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.374}"
electricity,COA-BiLSTM,42,59,0.7113,"{""hidden_dim"":182,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.377}"
electricity,COA-BiLSTM,42,60,0.7365,"{""hidden_dim"":184,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.38}"
electricity,COA-BiLSTM,42,61,0.7332,"{""hidden_dim"":186,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.383}"
electricity,COA-BiLSTM,42,62,0.7282,"{""hidden_dim"":188,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.386}"
electricity,COA-BiLSTM,42,63,0.734,"{""hidden_dim"":190,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.389}"
electricity,COA-BiLSTM,42,64,0.7354,"{""hidden_dim"":192,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.392}"
electricity,COA-BiLSTM,42,65,0.7304,"{""hidden_dim"":194,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.395}"
electricity,COA-BiLSTM,42,66,0.7356,"{""hidden_dim"":196,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.398}"
electricity,COA-BiLSTM,42,67,0.7443,"{""hidden_dim"":198,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.401}"
electricity,COA-BiLSTM,42,68,0.7718,"{""hidden_dim"":200,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.404}"
electricity,COA-BiLSTM,42,69,0.745,"{""hidden_dim"":202,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.40700000000000003}"
electricity,COA-BiLSTM,42,70,0.751,"{""hidden_dim"":204,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41000000000000003}"
electricity,COA-BiLSTM,42,71,0.7556,"{""hidden_dim"":206,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41300000000000003}"
electricity,COA-BiLSTM,42,72,0.7488,"{""hidden_dim"":208,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41600000000000004}"
electricity,COA-BiLSTM,42,73,0.7552,"{""hidden_dim"":210,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41900000000000004}"
electricity,COA-BiLSTM,42,74,0.7584,"{""hidden_dim"":212,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.42200000000000004}"
electricity,COA-BiLSTM,42,75,0.7858,"{""hidden_dim"":214,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.425}"
electricity,COA-BiLSTM,42,76,0.7682,"{""hidden_dim"":216,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.428}"
electricity,COA-BiLSTM,42,77,0.8001,"{""hidden_dim"":218,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.431}"
electricity,COA-BiLSTM,42,78,0.7894,"{""hidden_dim"":220,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.434}"
electricity,COA-BiLSTM,42,79,0.8082,"{""hidden_dim"":222,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.437}"
electricity,COA-BiLSTM,42,80,0.7771,"{""hidden_dim"":224,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44}"
electricity,COA-BiLSTM,42,81,0.7748,"{""hidden_dim"":226,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.443}"
electricity,COA-BiLSTM,42,82,0.8067,"{""hidden_dim"":228,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44599999999999995}"
electricity,COA-BiLSTM,42,83,0.8088,"{""hidden_dim"":230,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44899999999999995}"
electricity,COA-BiLSTM,42,84,0.7881,"{""hidden_dim"":232,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.452}"
electricity,COA-BiLSTM,42,85,0.8018,"{""hidden_dim"":234,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.455}"
electricity,COA-BiLSTM,42,86,0.8183,"{""hidden_dim"":236,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.458}"
electricity,COA-BiLSTM,42,87,0.7969,"{""hidden_dim"":238,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.461}"
electricity,COA-BiLSTM,42,88,0.8039,"{""hidden_dim"":240,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.464}"
electricity,COA-BiLSTM,42,89,0.81,"{""hidden_dim"":242,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.467}"
electricity,COA-BiLSTM,42,90,0.8194,"{""hidden_dim"":244,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47000000000000003}"
electricity,COA-BiLSTM,42,91,0.8309,"{""hidden_dim"":246,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47300000000000003}"
electricity,COA-BiLSTM,42,92,0.8386,"{""hidden_dim"":248,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47600000000000003}"
